name,price,speed,modules,price_per_gb,first_word_latency,cas_latency,planks,size
Crucial CT16G4DFD832A 16 GB,62.54,"[4, 3200]","[1, 16]",3.909,13.75,22.0,2,16
Kingston Fury Renegade RGB 32 GB,99.22,"[4, 3600]","[1, 32]",3.101,10.0,18.0,2,32
Kingston FURY 32 GB,146.47,"[5, 5600]","[1, 32]",4.577,14.286,40.0,2,32
Kingston KCP316NS8/4 4 GB,25.18,"[3, 1600]","[1, 4]",6.295,13.75,11.0,2,4
Silicon Power SP008GBLFU213B02 8 GB,20.58,"[4, 2133]","[1, 8]",2.572,14.065,15.0,2,8
G.Skill Ripjaws 16 GB,33.99,"[4, 2400]","[1, 16]",2.124,13.333,16.0,2,16
Crucial CT2K32G52C42S5 64 GB,219.99,"[5, 5200]","[2, 32]",3.437,16.154,42.0,2,64
Patriot Viper Elite II 64 GB,107.99,"[4, 2666]","[2, 32]",1.687,13.503,18.0,2,64
TEAMGROUP T-Create Expert 48 GB,209.99,"[5, 7200]","[2, 24]",4.375,9.444,34.0,2,48
HP 647901-B21 16 GB,27.18,"[3, 1333]","[1, 16]",1.699,13.503,9.0,2,16
Lexar Hades OC 32 GB,220.0,"[4, 3600]","[2, 16]",6.875,10.0,18.0,2,32
G.Skill Ares 16 GB,35.99,"[3, 1600]","[2, 8]",2.249,12.5,10.0,2,16
Corsair Dominator Platinum RGB 64 GB,214.99,"[4, 3200]","[2, 32]",3.359,10.0,16.0,2,64
TEAMGROUP Elite Plus 32 GB,99.99,"[5, 5200]","[1, 32]",3.125,16.154,42.0,2,32
G.Skill Trident Z RGB 32 GB,295.58,"[4, 3200]","[4, 8]",9.237,8.75,14.0,2,32
Corsair Dominator Platinum RGB 32 GB,174.99,"[4, 3600]","[4, 8]",5.468,10.0,18.0,2,32
Kingston FURY Renegade 16 GB,51.29,"[4, 2666]","[1, 16]",3.206,9.752,13.0,2,16
Kingston FURY Beast 64 GB,153.26,"[4, 2666]","[4, 16]",2.395,12.003,16.0,2,64
Corsair Vengeance RGB Pro 32 GB,353.2,"[4, 3000]","[2, 16]",11.037,10.0,15.0,2,32
TEAMGROUP T-Force Vulcan Z 16 GB,75.98,"[4, 3200]","[1, 16]",4.749,10.0,16.0,2,16
TEAMGROUP T-Force Zeus 64 GB,116.99,"[4, 3200]","[2, 32]",1.828,12.5,20.0,2,64
G.Skill Ripjaws 8 GB,24.87,"[3, 1333]","[2, 4]",3.109,13.503,9.0,2,8
G.Skill Sniper 16 GB,199.99,"[3, 1866]","[2, 8]",12.499,9.646,9.0,2,16
G.Skill NT 8 GB,59.0,"[4, 2400]","[2, 4]",7.375,12.5,15.0,2,8
G.Skill Trident Z Royal 32 GB,263.0,"[4, 4000]","[2, 16]",8.219,9.5,19.0,2,32
Thermaltake TOUGHRAM RGB 16 GB,159.99,"[4, 4000]","[2, 8]",9.999,9.5,19.0,2,16
TEAMGROUP T-Force Dark Z 32 GB,252.0,"[4, 3200]","[2, 16]",7.875,10.0,16.0,2,32
TEAMGROUP Elite Plus 8 GB,29.99,"[5, 5200]","[1, 8]",3.749,16.154,42.0,2,8
Corsair Vengeance 4 GB,37.65,"[3, 1600]","[1, 4]",9.412,11.25,9.0,2,4
Kingston KHX2133C11D3W1K2/8GX 8 GB,300.0,"[3, 2133]","[2, 4]",37.5,10.314,11.0,2,8
Crucial CT2K16G4DFD8213 32 GB,110.0,"[4, 2133]","[2, 16]",3.438,14.065,15.0,2,32
Corsair Vengeance RGB Pro 64 GB,734.8,"[4, 2666]","[4, 16]",11.481,12.003,16.0,2,64
G.Skill Trident Z 32 GB,199.9,"[4, 3600]","[4, 8]",6.247,8.889,16.0,2,32
G.Skill Trident Z RGB 256 GB,639.99,"[4, 3200]","[8, 32]",2.5,10.0,16.0,2,256
TEAMGROUP T-Force Vulcan Z 16 GB,50.42,"[4, 3600]","[1, 16]",3.151,10.0,18.0,2,16
Timetec PINNACLE Konduit RGB 32 GB,77.99,"[4, 3600]","[1, 32]",2.437,10.0,18.0,2,32
G.Skill Ares 16 GB,45.4,"[3, 1600]","[2, 8]",2.837,11.25,9.0,2,16
Kingston KVR21R15S4K4/32 32 GB,449.85,"[4, 2133]","[4, 8]",14.058,14.065,15.0,2,32
Samsung m378b5673eh1-cf8 2 GB,25.55,"[3, 1066]","[1, 2]",12.775,13.133,7.0,2,2
Neo Forza FAYE 8 GB,50.86,"[4, 3200]","[1, 8]",6.357,10.0,16.0,2,8
TEAMGROUP Elite 32 GB,47.99,"[4, 2666]","[2, 16]",1.5,14.254,19.0,2,32
TEAMGROUP T-Force Zeus 32 GB,49.99,"[4, 3200]","[1, 32]",1.562,10.0,16.0,2,32
TEAMGROUP T-Force Vulcan Z 32 GB,169.99,"[4, 3600]","[2, 16]",5.312,7.778,14.0,2,32
G.Skill Ripjaws 32 GB,85.99,"[5, 4800]","[2, 16]",2.687,16.667,40.0,2,32
G.Skill Trident Z Royal 16 GB,167.35,"[4, 3600]","[2, 8]",10.459,7.778,14.0,2,16
G.Skill Trident Z Neo 64 GB,395.48,"[4, 3600]","[4, 16]",6.179,8.889,16.0,2,64
Corsair Vengeance LPX 32 GB,859.99,"[4, 4133]","[2, 16]",26.875,9.194,19.0,2,32
Corsair Vengeance RGB Pro SL 128 GB,332.99,"[4, 3200]","[4, 32]",2.601,10.0,16.0,2,128
PROXMEM UNDERWORLD TUF 32 GB,134.99,"[5, 6800]","[2, 16]",4.218,10.0,34.0,2,32
Corsair Vengeance RGB RT 16 GB,104.99,"[4, 4000]","[2, 8]",6.562,9.0,18.0,2,16
Addlink Spider X4 16 GB,47.44,"[4, 3200]","[2, 8]",2.965,10.0,16.0,2,16
G.Skill Trident Z Royal 128 GB,349.99,"[4, 3600]","[4, 32]",2.734,10.0,18.0,2,128
GeIL EVO Potenza AMD Edition 32 GB,57.99,"[4, 3200]","[2, 16]",1.812,10.0,16.0,2,32
G.Skill Trident Z Royal 32 GB,303.83,"[4, 4000]","[4, 8]",9.495,8.5,17.0,2,32
G.Skill Trident Z RGB 16 GB,163.69,"[4, 4400]","[2, 8]",10.231,8.182,18.0,2,16
OLOy MD4U083016BBSA 8 GB,19.48,"[4, 3000]","[1, 8]",2.435,10.667,16.0,2,8
G.Skill Trident Z Royal Elite 16 GB,250.4,"[4, 4800]","[2, 8]",15.65,8.333,20.0,2,16
Kingston Fury Renegade RGB 16 GB,100.21,"[4, 4266]","[2, 8]",6.263,8.908,19.0,2,16
Kingston FURY Beast 16 GB,43.99,"[4, 3733]","[1, 16]",2.749,10.179,19.0,2,16
Crucial CT2K8G4RFS424A 16 GB,119.99,"[4, 2400]","[2, 8]",7.499,14.167,17.0,2,16
Patriot Viper RGB 32 GB,124.56,"[4, 3200]","[2, 16]",3.893,10.0,16.0,2,32
G.Skill Value 4 GB,12.88,"[3, 1600]","[1, 4]",3.22,13.75,11.0,2,4
G.Skill Trident Z Royal 128 GB,899.0,"[4, 3200]","[8, 16]",7.023,10.0,16.0,2,128
TEAMGROUP T-Force Xtreem ARGB 64 GB,189.99,"[4, 3200]","[2, 32]",2.969,10.0,16.0,2,64
GeIL Polaris RGB 32 GB,89.99,"[5, 5600]","[2, 16]",2.812,13.571,38.0,2,32
Kingston FURY Renegade 32 GB,82.99,"[4, 3600]","[1, 32]",2.593,10.0,18.0,2,32
Corsair Vengeance 4 GB,50.55,"[3, 1600]","[1, 4]",12.637,11.25,9.0,2,4
Mushkin Essentials 8 GB,23.55,"[3, 1600]","[2, 4]",2.944,13.75,11.0,2,8
G.Skill Ares 16 GB,36.45,"[3, 1600]","[2, 8]",2.278,12.5,10.0,2,16
Corsair Dominator Platinum RGB 32 GB,164.99,"[4, 3200]","[4, 8]",5.156,10.0,16.0,2,32
Kingston FURY Renegade 16 GB,119.53,"[4, 4600]","[2, 8]",7.471,8.261,19.0,2,16
Kingston ValueRAM 16 GB,39.0,"[4, 2666]","[1, 16]",2.438,14.254,19.0,2,16
Kingston FURY Beast 16 GB,44.83,"[4, 2666]","[1, 16]",2.802,12.003,16.0,2,16
Kingston KVR1333D3N9K3/12G 12 GB,89.99,"[3, 1333]","[3, 4]",7.499,13.503,9.0,2,12
Kingston HyperX Fury 4 GB,47.21,"[3, 1866]","[1, 4]",11.803,10.718,10.0,2,4
Micron MT16JTF1G64AZ-1G6E1 8 GB,23.99,"[3, 1600]","[1, 8]",2.999,13.75,11.0,2,8
G.Skill Ripjaws 16 GB,31.99,"[3, 1600]","[2, 8]",1.999,11.25,9.0,2,16
PROXMEM KERBEROS 32 GB,104.99,"[5, 6400]","[2, 16]",3.281,11.875,38.0,2,32
G.Skill Trident Z Neo 32 GB,293.86,"[4, 3600]","[4, 8]",9.183,7.778,14.0,2,32
Corsair Vengeance LPX 16 GB,192.88,"[4, 4000]","[2, 8]",12.055,8.0,16.0,2,16
G.Skill Trident Z Royal 64 GB,241.36,"[4, 4000]","[2, 32]",3.771,9.0,18.0,2,64
G.Skill Ripjaws V 64 GB,441.36,"[4, 3600]","[4, 16]",6.896,7.778,14.0,2,64
PROXMEM SPEAR 32 GB,94.99,"[5, 5200]","[2, 16]",2.968,15.385,40.0,2,32
Mushkin Redline Lumina 16 GB,51.82,"[4, 3600]","[2, 8]",3.239,10.0,18.0,2,16
G.Skill Ripjaws 4 64 GB,153.9,"[4, 2133]","[8, 8]",2.405,14.065,15.0,2,64
Crucial CT32G4RFD432A 32 GB,95.93,"[4, 3200]","[1, 32]",2.998,13.75,22.0,2,32
Mushkin Silverline 32 GB,62.99,"[4, 3200]","[2, 16]",1.968,13.75,22.0,2,32
G.Skill Value 8 GB,22.23,"[3, 1600]","[2, 4]",2.779,13.75,11.0,2,8
G.Skill Ripjaws X 8 GB,46.07,"[3, 2400]","[2, 4]",5.759,9.167,11.0,2,8
G.Skill Trident Z 16 GB,138.35,"[4, 4400]","[2, 8]",8.647,8.636,19.0,2,16
G.Skill Trident Z Neo 16 GB,149.0,"[4, 2666]","[2, 8]",9.312,13.503,18.0,2,16
G.Skill Ripjaws V 64 GB,165.3,"[4, 2400]","[4, 16]",2.583,12.5,15.0,2,64
Corsair Vengeance RGB Pro 16 GB,64.98,"[4, 2933]","[2, 8]",4.061,10.91,16.0,2,16
G.Skill Trident Z RGB 32 GB,299.0,"[4, 3733]","[2, 16]",9.344,9.108,17.0,2,32
Kingston ValueRAM 32 GB,71.75,"[4, 3200]","[1, 32]",2.242,13.75,22.0,2,32
Kingston FURY Renegade 8 GB,26.05,"[4, 2666]","[1, 8]",3.256,9.752,13.0,2,8
TEAMGROUP T-Force Vulcan 32 GB,79.98,"[5, 5200]","[2, 16]",2.499,15.385,40.0,2,32
Timetec 75TT36NU2R8-16GK2 32 GB,104.99,"[4, 3600]","[2, 16]",3.281,10.0,18.0,2,32
Timetec PINNACLE Konduit RGB 8 GB,26.99,"[4, 3200]","[1, 8]",3.374,10.0,16.0,2,8
Kingston ValueRAM 2 GB,14.95,"[2, 667]","[1, 2]",7.475,14.993,5.0,2,2
G.Skill Aegis 16 GB,135.0,"[3, 1600]","[2, 8]",8.438,13.75,11.0,2,16
Mushkin Proline 8 GB,24.63,"[3, 1600]","[1, 8]",3.079,13.75,11.0,2,8
Corsair Vengeance LPX 128 GB,413.79,"[4, 2666]","[8, 16]",3.233,11.253,15.0,2,128
Samsung M393B5170FH0-CH9 4 GB,11.99,"[3, 1333]","[1, 4]",2.998,13.503,9.0,2,4
G.Skill Sniper X 16 GB,204.32,"[4, 3400]","[2, 8]",12.77,9.412,16.0,2,16
Crucial CT16G4RFD4266 16 GB,59.99,"[4, 2666]","[1, 16]",3.749,14.254,19.0,2,16
TEAMGROUP T-Force Dark 16 GB,159.0,"[4, 2400]","[2, 8]",9.938,11.667,14.0,2,16
TEAMGROUP T-Force Vulcan Z 16 GB,83.99,"[4, 2666]","[2, 8]",5.249,13.503,18.0,2,16
Corsair Vengeance RGB Pro 32 GB,354.69,"[4, 4000]","[2, 16]",11.084,9.0,18.0,2,32
Kingston Server Premier 32 GB,101.33,"[4, 2933]","[1, 32]",3.167,14.32,21.0,2,32
Corsair Dominator Platinum RGB 16 GB,124.99,"[4, 4000]","[2, 8]",7.812,9.0,18.0,2,16
Crucial CT16G48C40D8U5 16 GB,56.99,"[5, 4800]","[1, 16]",3.562,16.667,40.0,2,16
Kingston Fury Renegade RGB 128 GB,329.79,"[4, 3200]","[4, 32]",2.576,10.0,16.0,2,128
Kingston FURY Renegade 256 GB,613.27,"[4, 3200]","[8, 32]",2.396,10.0,16.0,2,256
Crucial CT8G4SFS824A 8 GB,17.98,"[4, 2400]","[1, 8]",2.248,14.167,17.0,2,8
Kingston FURY Impact 16 GB,36.99,"[4, 3200]","[1, 16]",2.312,12.5,20.0,2,16
Crucial CT16G4SFD824A 16 GB,34.84,"[4, 2400]","[1, 16]",2.178,14.167,17.0,2,16
TEAMGROUP T-Force Xtreem ARGB 32 GB,164.89,"[4, 3200]","[2, 16]",5.153,10.0,16.0,2,32
Corsair Vengeance 32 GB,96.99,"[5, 4800]","[2, 16]",3.031,16.667,40.0,2,32
Mushkin Redline Lumina 16 GB,62.37,"[4, 4133]","[2, 8]",3.898,9.194,19.0,2,16
Corsair ValueSelect 16 GB,39.99,"[4, 2133]","[2, 8]",2.499,14.065,15.0,2,16
Corsair Dominator Platinum RGB 16 GB,84.99,"[4, 3200]","[2, 8]",5.312,10.0,16.0,2,16
G.Skill Ripjaws 32 GB,92.99,"[5, 4800]","[2, 16]",2.906,15.833,38.0,2,32
G.Skill Flare X5 48 GB,139.99,"[5, 5600]","[2, 24]",2.916,14.286,40.0,2,48
G.Skill Ares 8 GB,99.99,"[3, 1600]","[2, 4]",12.499,11.25,9.0,2,8
GeIL Orion AMD Edition 32 GB,57.99,"[4, 3200]","[2, 16]",1.812,10.0,16.0,2,32
Corsair XMS3 16 GB,79.99,"[3, 1600]","[2, 8]",4.999,11.25,9.0,2,16
Kingston KVR1333D3S8N9/2G 2 GB,17.38,"[3, 1333]","[1, 2]",8.69,13.503,9.0,2,2
G.Skill Ripjaws X 16 GB,80.27,"[3, 2133]","[2, 8]",5.017,9.376,10.0,2,16
G.Skill Trident Z RGB 16 GB,230.0,"[4, 4133]","[2, 8]",14.375,9.194,19.0,2,16
Crucial CT2K102464BD186D 16 GB,79.98,"[3, 1866]","[2, 8]",4.999,13.934,13.0,2,16
G.Skill Trident Z Royal 16 GB,114.8,"[4, 4000]","[2, 8]",7.175,9.0,18.0,2,16
Thermaltake TOUGHRAM RGB 16 GB,185.99,"[4, 4400]","[2, 8]",11.624,8.636,19.0,2,16
G.Skill Trident Z RGB 64 GB,849.0,"[4, 3600]","[8, 8]",13.266,8.889,16.0,2,64
Timetec PINNACLE Konduit RGB 64 GB,152.99,"[4, 3600]","[2, 32]",2.39,10.0,18.0,2,64
Thermaltake TOUGHRAM RGB 16 GB,129.99,"[4, 3200]","[2, 8]",8.124,10.0,16.0,2,16
G.Skill Trident Z5 RGB 32 GB,235.0,"[5, 5200]","[2, 16]",7.344,15.385,40.0,2,32
G.Skill Trident Z RGB 64 GB,467.88,"[4, 4000]","[8, 8]",7.311,9.0,18.0,2,64
G.Skill F3-12800CL9S-2GBSQ 2 GB,11.08,"[3, 1600]","[1, 2]",5.54,11.25,9.0,2,2
Patriot Viper 3 32 GB,188.66,"[3, 1600]","[4, 8]",5.896,12.5,10.0,2,32
G.Skill Ripjaws X 4 GB,23.78,"[3, 1600]","[1, 4]",5.945,11.25,9.0,2,4
Corsair Vengeance LPX 8 GB,49.0,"[4, 2400]","[1, 8]",6.125,11.667,14.0,2,8
TEAMGROUP T-Force Vulcan Z 16 GB,40.61,"[4, 3600]","[1, 16]",2.538,10.0,18.0,2,16
G.Skill Ripjaws V 32 GB,172.99,"[4, 4000]","[2, 16]",5.406,8.5,17.0,2,32
Mushkin Redline 16 GB,42.67,"[4, 3200]","[2, 8]",2.667,10.0,16.0,2,16
Corsair Vengeance Performance 32 GB,74.98,"[4, 2666]","[2, 16]",2.343,13.503,18.0,2,32
PROXMEM SPEAR 32 GB,129.99,"[5, 6800]","[2, 16]",4.062,11.176,38.0,2,32
Patriot Signature 8 GB,12.99,"[3, 1600]","[1, 8]",1.624,13.75,11.0,2,8
TEAMGROUP T-Force Delta RGB 64 GB,129.99,"[4, 3200]","[2, 32]",2.031,10.0,16.0,2,64
Mushkin Redline Lumina 16 GB,55.99,"[4, 4000]","[2, 8]",3.499,9.0,18.0,2,16
Mushkin Redline Lumina 16 GB,44.99,"[4, 3200]","[2, 8]",2.812,10.0,16.0,2,16
TEAMGROUP Elite Plus 16 GB,59.99,"[5, 6000]","[1, 16]",3.749,13.333,40.0,2,16
Patriot Signature Line 16 GB,41.99,"[5, 4800]","[1, 16]",2.624,19.167,46.0,2,16
G.Skill Ripjaws V 16 GB,64.99,"[4, 3200]","[2, 8]",4.062,9.375,15.0,2,16
Crucial CT32G4RFD4266 32 GB,64.98,"[4, 2666]","[1, 32]",2.031,14.254,19.0,2,32
Corsair Vengeance RGB Pro 32 GB,555.72,"[4, 3200]","[4, 8]",17.366,8.75,14.0,2,32
Antec Katana RGB 16 GB,156.55,"[4, 3600]","[2, 8]",9.784,10.0,18.0,2,16
TEAMGROUP T-Force Vulcan Z 64 GB,115.99,"[4, 3200]","[2, 32]",1.812,10.0,16.0,2,64
Mushkin Redline 16 GB,54.6,"[4, 4000]","[2, 8]",3.413,9.0,18.0,2,16
Thermaltake TOUGHRAM XG RGB 32 GB,309.98,"[4, 3600]","[2, 16]",9.687,10.0,18.0,2,32
Corsair XMS3 16 GB,82.99,"[3, 1333]","[4, 4]",5.187,13.503,9.0,2,16
ADATA XPG GAMMIX D30 16 GB,207.65,"[4, 3600]","[2, 8]",12.978,10.0,18.0,2,16
Corsair Dominator Platinum RGB 32 GB,154.99,"[4, 4000]","[2, 16]",4.843,9.0,18.0,2,32
G.Skill F4-3600C17D-32GTZSW 32 GB,136.38,"[4, 3600]","[2, 16]",4.262,9.444,17.0,2,32
Kingston ValueRAM 1 GB,23.0,"[2, 533]","[1, 1]",23.0,15.009,4.0,2,1
Mushkin Essentials 16 GB,29.18,"[3, 1600]","[2, 8]",1.824,13.75,11.0,2,16
Timetec PINNACLE Konduit RGB 16 GB,52.99,"[4, 3200]","[2, 8]",3.312,10.0,16.0,2,16
G.Skill Ripjaws X 32 GB,242.0,"[3, 2400]","[4, 8]",7.562,9.167,11.0,2,32
G.Skill Ripjaws V 32 GB,279.95,"[4, 3000]","[2, 16]",8.748,10.0,15.0,2,32
Crucial CT2K8G4DFD824A 16 GB,75.0,"[4, 2400]","[2, 8]",4.688,14.167,17.0,2,16
Kingston KSM24ED8/16ME 16 GB,118.98,"[4, 2400]","[1, 16]",7.436,14.167,17.0,2,16
G.Skill Trident Z Royal 32 GB,312.4,"[4, 4400]","[2, 16]",9.762,7.727,17.0,2,32
Crucial CT12864AA667 1 GB,19.2,"[2, 667]","[1, 1]",19.2,14.993,5.0,2,1
Corsair ValueSelect 4 GB,66.0,"[3, 1600]","[1, 4]",16.5,13.75,11.0,2,4
G.Skill Trident Z Royal Elite 32 GB,244.99,"[4, 3600]","[4, 8]",7.656,8.889,16.0,2,32
Corsair Vengeance LPX 16 GB,334.7,"[4, 4000]","[2, 8]",20.919,8.0,16.0,2,16
G.Skill Trident Z Neo 16 GB,206.19,"[4, 3600]","[2, 8]",12.887,7.778,14.0,2,16
GeIL Orion AMD Edition 16 GB,37.99,"[4, 3000]","[2, 8]",2.374,10.667,16.0,2,16
Kingston KVR1333D3K2/2GR 2 GB,29.86,"[3, 1333]","[2, 1]",14.93,13.503,9.0,2,2
Kingston Blu 8 GB,99.98,"[3, 1600]","[2, 4]",12.498,11.25,9.0,2,8
G.Skill Ares 32 GB,162.0,"[3, 1600]","[4, 8]",5.062,12.5,10.0,2,32
TEAMGROUP Elite Plus 32 GB,99.0,"[5, 5200]","[1, 32]",3.094,16.154,42.0,2,32
Mushkin Redline 32 GB,69.98,"[4, 3200]","[2, 16]",2.187,10.0,16.0,2,32
TEAMGROUP T-Create Classic 64 GB,95.99,"[4, 3200]","[2, 32]",1.5,13.75,22.0,2,64
TEAMGROUP T-Create Classic 32 GB,88.99,"[5, 5200]","[2, 16]",2.781,16.154,42.0,2,32
G.Skill Trident Z Royal 32 GB,269.99,"[4, 3600]","[2, 16]",8.437,7.778,14.0,2,32
G.Skill Trident Z 16 GB,188.0,"[4, 3600]","[2, 8]",11.75,8.889,16.0,2,16
GeIL Orion RGB AMD Edition 16 GB,46.99,"[4, 3600]","[2, 8]",2.937,10.0,18.0,2,16
G.Skill Ripjaws S5 64 GB,179.99,"[5, 5600]","[2, 32]",2.812,12.857,36.0,2,64
G.Skill Ares 16 GB,81.39,"[3, 2133]","[2, 8]",5.087,9.376,10.0,2,16
G.Skill Trident Z RGB 32 GB,278.69,"[4, 4266]","[2, 16]",8.709,7.97,17.0,2,32
Neo Forza MARS 64 GB,109.49,"[4, 3200]","[2, 32]",1.711,10.0,16.0,2,64
Neo Forza MARS 16 GB,73.45,"[4, 3600]","[2, 8]",4.591,10.0,18.0,2,16
GeIL EVO V RGB 32 GB,209.73,"[5, 6400]","[2, 16]",6.554,11.875,38.0,2,32
Corsair Vengeance LPX 32 GB,268.55,"[4, 3600]","[4, 8]",8.392,10.0,18.0,2,32
Mushkin Redline 32 GB,92.99,"[5, 5200]","[2, 16]",2.906,13.846,36.0,2,32
G.Skill Ripjaws 32 GB,88.67,"[4, 2400]","[4, 8]",2.771,12.5,15.0,2,32
Kingston KVR400D2D4R3/4G 4 GB,28.99,"[2, 400]","[1, 4]",7.247,15.0,3.0,2,4
Crucial Ballistix Sport AT 32 GB,149.99,"[4, 2666]","[2, 16]",4.687,12.003,16.0,2,32
G.Skill Trident Z Neo 32 GB,224.0,"[4, 3000]","[2, 16]",7.0,10.667,16.0,2,32
G.Skill Trident Z Royal 32 GB,337.03,"[4, 3600]","[4, 8]",10.532,7.778,14.0,2,32
Kingston FURY Beast 128 GB,319.19,"[4, 2666]","[4, 32]",2.494,12.003,16.0,2,128
Silicon Power SP004GBLFU240N02 4 GB,21.84,"[4, 2400]","[1, 4]",5.46,14.167,17.0,2,4
Kingston KVR21R15D4/16 16 GB,31.25,"[4, 2133]","[1, 16]",1.953,14.065,15.0,2,16
Silicon Power SP004GBLTU160N02 4 GB,13.63,"[3, 1600]","[1, 4]",3.408,13.75,11.0,2,4
G.Skill Trident Z 32 GB,230.29,"[4, 3600]","[4, 8]",7.197,8.889,16.0,2,32
G.Skill Trident Z Royal 16 GB,182.65,"[4, 4000]","[2, 8]",11.416,7.5,15.0,2,16
GeIL Orion RGB AMD Edition 16 GB,42.99,"[4, 3000]","[2, 8]",2.687,10.667,16.0,2,16
PROXMEM KERBEROS 16 GB,44.99,"[4, 3200]","[2, 8]",2.812,11.25,18.0,2,16
TEAMGROUP T-Force DELTAα RGB 32 GB,99.99,"[5, 5600]","[2, 16]",3.125,14.286,40.0,2,32
Kingston KVR16LN11K2/8 8 GB,62.36,"[3, 1600]","[2, 4]",7.795,13.75,11.0,2,8
Corsair Vengeance LPX 8 GB,38.69,"[4, 2400]","[1, 8]",4.836,12.5,15.0,2,8
Crucial CT2KIT204864BF160B 32 GB,329.99,"[3, 1600]","[2, 16]",10.312,13.75,11.0,2,32
G.Skill Ripjaws V 16 GB,159.0,"[4, 3600]","[2, 8]",9.938,9.444,17.0,2,16
G.Skill Ripjaws V 16 GB,102.69,"[4, 3200]","[2, 8]",6.418,8.75,14.0,2,16
Thermaltake TOUGHRAM 16 GB,128.99,"[4, 3600]","[2, 8]",8.062,10.0,18.0,2,16
Timetec 75TT21NU 8 GB,30.99,"[4, 2133]","[2, 4]",3.874,14.065,15.0,2,8
G.Skill Trident Z Royal 32 GB,252.89,"[4, 4000]","[2, 16]",7.903,8.5,17.0,2,32
Kingston ValueRAM 8 GB,24.91,"[4, 2666]","[1, 8]",3.114,14.254,19.0,2,8
Patriot Viper Elite 4 GB,23.42,"[4, 2666]","[1, 4]",5.855,12.003,16.0,2,4
Silicon Power SP008GBLFU266B02 8 GB,24.16,"[4, 2666]","[1, 8]",3.02,14.254,19.0,2,8
Kingston KSM48R40BS8KMM-16HMR 32 GB,102.89,"[5, 4800]","[1, 32]",3.215,16.667,40.0,2,32
G.Skill Ripjaws X 8 GB,25.04,"[3, 1333]","[2, 4]",3.13,13.503,9.0,2,8
Crucial CT32G3ELSDQ4186D 32 GB,78.98,"[3, 1866]","[1, 32]",2.468,11.79,11.0,2,32
Kingston KVR16E11/8 8 GB,34.14,"[3, 1600]","[1, 8]",4.268,13.75,11.0,2,8
Patriot Viper 4 8 GB,81.45,"[4, 3600]","[2, 4]",10.181,9.444,17.0,2,8
Crucial Ballistix Sport AT 16 GB,89.99,"[4, 2666]","[1, 16]",5.624,12.003,16.0,2,16
Neo Forza MARS 16 GB,39.99,"[4, 3200]","[2, 8]",2.499,10.0,16.0,2,16
GeIL Orion AMD Edition 16 GB,37.99,"[4, 3200]","[2, 8]",2.374,10.0,16.0,2,16
Kingston FURY Renegade 64 GB,215.45,"[4, 2666]","[4, 16]",3.366,9.752,13.0,2,64
Thermaltake TOUGHRAM XG RGB 16 GB,229.98,"[4, 4600]","[2, 8]",14.374,8.261,19.0,2,16
G.Skill Ripjaws 8 GB,28.23,"[3, 1066]","[2, 4]",3.529,13.133,7.0,2,8
Samsung MV-3V2G3/US 2 GB,34.99,"[3, 1600]","[1, 2]",17.495,13.75,11.0,2,2
G.Skill Ripjaws X 8 GB,69.0,"[3, 1600]","[2, 4]",8.625,11.25,9.0,2,8
Mushkin Essentials 16 GB,28.68,"[3, 1333]","[2, 8]",1.792,13.503,9.0,2,16
Patriot Signature 4 GB,10.29,"[3, 1600]","[1, 4]",2.572,13.75,11.0,2,4
Crucial CT25664BA160B 2 GB,11.99,"[3, 1600]","[1, 2]",5.995,13.75,11.0,2,2
Kingston KVR16LN11K2/16 16 GB,92.04,"[3, 1600]","[2, 8]",5.753,13.75,11.0,2,16
Kingston ValueRAM 8 GB,43.96,"[4, 2133]","[1, 8]",5.495,14.065,15.0,2,8
Corsair Vengeance LPX 256 GB,604.99,"[4, 2666]","[8, 32]",2.363,12.003,16.0,2,256
Kingston ValueRAM 32 GB,76.5,"[4, 2666]","[1, 32]",2.391,14.254,19.0,2,32
TEAMGROUP Elite Plus 16 GB,36.99,"[5, 4800]","[1, 16]",2.312,16.667,40.0,2,16
Thermaltake TOUGHRAM XG RGB 64 GB,539.99,"[4, 3600]","[2, 32]",8.437,10.0,18.0,2,64
Kingston FURY Impact 32 GB,119.99,"[5, 5600]","[1, 32]",3.75,14.286,40.0,2,32
Mushkin Redline 64 GB,139.99,"[4, 3200]","[2, 32]",2.187,10.0,16.0,2,64
G.Skill Trident Z Royal 32 GB,401.02,"[4, 3600]","[4, 8]",12.532,7.778,14.0,2,32
G.Skill Trident Z Royal Elite 16 GB,179.99,"[4, 3600]","[2, 8]",11.249,7.778,14.0,2,16
Mushkin Redline Lumina 64 GB,129.99,"[4, 3200]","[2, 32]",2.031,10.0,16.0,2,64
G.Skill Ripjaws X 8 GB,21.07,"[3, 1333]","[1, 8]",2.634,13.503,9.0,2,8
Corsair Vengeance RGB RT 32 GB,141.05,"[4, 3600]","[4, 8]",4.408,10.0,18.0,2,32
GeIL Orion AMD Edition 16 GB,37.99,"[4, 3600]","[2, 8]",2.374,10.0,18.0,2,16
Mushkin Proline 16 GB,45.59,"[4, 3200]","[1, 16]",2.849,13.75,22.0,2,16
G.Skill Trident Z Neo 16 GB,155.0,"[4, 3200]","[2, 8]",9.688,8.75,14.0,2,16
G.Skill Trident Z5 Neo RGB 48 GB,149.99,"[5, 5600]","[2, 24]",3.125,14.286,40.0,2,48
