name,price,speed,modules,price_per_gb,first_word_latency,cas_latency,planks,size
Patriot Signature Line 64 GB,156.8,"[4, 3200]","[2, 32]",2.45,13.75,22.0,2,64
GeIL Orion AMD Edition 16 GB,39.99,"[4, 3600]","[2, 8]",2.499,10.0,18.0,2,16
OLOy Blade RGB 64 GB,262.99,"[5, 6000]","[2, 32]",4.109,10.667,32.0,2,64
Corsair Vengeance LPX 32 GB,171.29,"[4, 3200]","[4, 8]",5.353,10.0,16.0,2,32
G.Skill Trident Z RGB 16 GB,224.99,"[4, 4600]","[2, 8]",14.062,7.826,18.0,2,16
G.Skill Sniper X 32 GB,180.71,"[4, 3600]","[2, 16]",5.647,10.556,19.0,2,32
Patriot Signature Line 16 GB,27.99,"[4, 2666]","[1, 16]",1.749,14.254,19.0,2,16
Kingston FURY Beast RGB 16 GB,72.66,"[5, 5600]","[1, 16]",4.541,14.286,40.0,2,16
TEAMGROUP T-Force Vulcan Z 8 GB,23.89,"[4, 3600]","[1, 8]",2.986,10.0,18.0,2,8
Kingston Fury Renegade RGB 8 GB,40.03,"[4, 3600]","[1, 8]",5.004,8.889,16.0,2,8
Crucial CT2K16G3ERSLD4160B 32 GB,109.97,"[3, 1600]","[2, 16]",3.437,13.75,11.0,2,32
Kingston FURY Beast 32 GB,76.9,"[4, 2666]","[1, 32]",2.403,12.003,16.0,2,32
G.Skill TridentZ RGB 32 GB,287.67,"[4, 4400]","[2, 16]",8.99,7.727,17.0,2,32
G.Skill Sniper X 16 GB,62.97,"[4, 3200]","[2, 8]",3.936,10.0,16.0,2,16
G.Skill Trident Z RGB 32 GB,299.99,"[4, 3600]","[4, 8]",9.375,7.778,14.0,2,32
G.Skill Aegis 8 GB,23.55,"[4, 2400]","[1, 8]",2.944,12.5,15.0,2,8
TEAMGROUP T-Force Dark Z 16 GB,116.13,"[4, 3200]","[2, 8]",7.258,10.0,16.0,2,16
Neo Forza FAYE 16 GB,77.99,"[4, 4000]","[2, 8]",4.874,9.5,19.0,2,16
ADATA XPG GAMMIX D45 32 GB,115.99,"[4, 3200]","[2, 16]",3.625,10.0,16.0,2,32
G.Skill Ares 8 GB,32.22,"[3, 2400]","[2, 4]",4.027,9.167,11.0,2,8
G.Skill Trident Z Neo 32 GB,329.5,"[4, 3200]","[4, 8]",10.297,8.75,14.0,2,32
Corsair Vengeance RGB RT 32 GB,129.99,"[4, 3200]","[4, 8]",4.062,10.0,16.0,2,32
Corsair Dominator Platinum RGB 64 GB,239.99,"[4, 3200]","[4, 16]",3.75,10.0,16.0,2,64
Corsair Vengeance RGB Pro SL 16 GB,99.99,"[4, 4000]","[2, 8]",6.249,9.0,18.0,2,16
Kingston FURY Renegade 8 GB,37.53,"[4, 4000]","[1, 8]",4.691,9.5,19.0,2,8
Corsair Vengeance RGB RS 16 GB,49.99,"[4, 3600]","[1, 16]",3.124,10.0,18.0,2,16
G.Skill Ripjaws V 256 GB,490.84,"[4, 2666]","[8, 32]",1.917,13.503,18.0,2,256
G.Skill Trident Z RGB 32 GB,399.95,"[4, 3000]","[4, 8]",12.498,10.0,15.0,2,32
Kingston ValueRAM 4 GB,16.48,"[4, 2666]","[1, 4]",4.12,14.254,19.0,2,4
V-Color TD48G26S819-VC 8 GB,19.99,"[4, 2666]","[1, 8]",2.499,14.254,19.0,2,8
G.Skill Ripjaws X 8 GB,28.56,"[3, 1866]","[1, 8]",3.57,10.718,10.0,2,8
Kingston FURY Impact 16 GB,62.99,"[5, 5600]","[1, 16]",3.937,14.286,40.0,2,16
Corsair Vengeance 64 GB,112.99,"[4, 3200]","[2, 32]",1.765,13.75,22.0,2,64
Silicon Power SU032GBSFU266B22AB 32 GB,47.97,"[4, 2666]","[2, 16]",1.499,14.254,19.0,2,32
Corsair Dominator Platinum RGB 64 GB,274.99,"[4, 3600]","[4, 16]",4.297,8.889,16.0,2,64
G.Skill Trident Z RGB 32 GB,219.99,"[4, 3600]","[2, 16]",6.875,9.444,17.0,2,32
G.Skill Trident Z RGB 128 GB,389.99,"[4, 3600]","[4, 32]",3.047,8.889,16.0,2,128
TEAMGROUP T-Create Expert 64 GB,194.99,"[5, 6400]","[2, 32]",3.047,10.625,34.0,2,64
G.Skill Ripjaws Z 32 GB,101.87,"[3, 1866]","[4, 8]",3.183,10.718,10.0,2,32
G.Skill Trident Z RGB 32 GB,96.7,"[4, 2400]","[2, 16]",3.022,12.5,15.0,2,32
OLOy Blade RGB 32 GB,189.99,"[5, 7200]","[2, 16]",5.937,10.0,36.0,2,32
Corsair Dominator Platinum RGB 64 GB,209.99,"[4, 3200]","[2, 32]",3.281,10.0,16.0,2,64
Kingston Server Premier 8 GB,33.54,"[4, 3200]","[1, 8]",4.192,13.75,22.0,2,8
G.Skill Ares 32 GB,108.61,"[3, 2133]","[4, 8]",3.394,10.314,11.0,2,32
Patriot Viper Steel 16 GB,29.99,"[4, 3000]","[1, 16]",1.874,10.667,16.0,2,16
Corsair Vengeance LPX 16 GB,84.99,"[4, 4000]","[2, 8]",5.312,9.0,18.0,2,16
G.Skill Trident Z5 RGB 32 GB,131.62,"[5, 5600]","[2, 16]",4.113,14.286,40.0,2,32
Crucial CT4K8G4DFS8266 32 GB,119.99,"[4, 2666]","[4, 8]",3.75,14.254,19.0,2,32
Crucial Ballistix 16 GB,84.99,"[4, 2666]","[2, 8]",5.312,12.003,16.0,2,16
TEAMGROUP T-Force Xtreem ARGB 32 GB,289.99,"[4, 4000]","[2, 16]",9.062,9.0,18.0,2,32
Patriot Signature Line 32 GB,111.21,"[4, 3200]","[1, 32]",3.475,13.75,22.0,2,32
Kingston KVR16N11S8/4 4 GB,22.57,"[3, 1600]","[1, 4]",5.643,13.75,11.0,2,4
G.Skill Trident Z Neo 16 GB,54.99,"[4, 3000]","[2, 8]",3.437,10.667,16.0,2,16
Corsair Vengeance RGB Pro 32 GB,335.31,"[4, 4000]","[2, 16]",10.478,9.0,18.0,2,32
Kingston KVR800D2S6/2G 2 GB,11.74,"[2, 800]","[1, 2]",5.87,15.0,6.0,2,2
G.Skill Ripjaws 16 GB,39.13,"[4, 2400]","[2, 8]",2.446,13.333,16.0,2,16
Corsair Vengeance Performance 16 GB,42.99,"[4, 2666]","[2, 8]",2.687,13.503,18.0,2,16
Kingston Fury Renegade RGB 64 GB,217.62,"[4, 3600]","[4, 16]",3.4,8.889,16.0,2,64
G.Skill Trident Z5 RGB 64 GB,204.99,"[5, 5600]","[2, 32]",3.203,12.857,36.0,2,64
TEAMGROUP T-Create Expert 16 GB,89.99,"[4, 3600]","[2, 8]",5.624,7.778,14.0,2,16
G.Skill Trident Z Royal Elite 64 GB,569.99,"[4, 3600]","[4, 16]",8.906,7.778,14.0,2,64
Kingston Fury Renegade RGB 32 GB,94.96,"[4, 3200]","[2, 16]",2.967,10.0,16.0,2,32
G.Skill Trident Z RGB 16 GB,89.99,"[4, 3600]","[2, 8]",5.624,9.444,17.0,2,16
G.Skill Trident Z5 RGB 32 GB,104.99,"[5, 5600]","[2, 16]",3.281,14.286,40.0,2,32
GeIL ORION V RGB 32 GB,269.99,"[5, 8000]","[2, 16]",8.437,9.5,38.0,2,32
Corsair Vengeance RGB Pro 32 GB,930.2,"[4, 4266]","[4, 8]",29.069,8.908,19.0,2,32
G.Skill Aegis 16 GB,35.5,"[4, 2400]","[1, 16]",2.219,12.5,15.0,2,16
Kingston FURY 32 GB,119.77,"[5, 5200]","[1, 32]",3.743,15.385,40.0,2,32
Kingston FURY Beast 16 GB,61.59,"[4, 3733]","[2, 8]",3.849,10.179,19.0,2,16
Crucial CT2KIT25664AA667 4 GB,39.99,"[2, 667]","[2, 2]",9.998,14.993,5.0,2,4
G.Skill Ripjaws 4 GB,15.22,"[3, 1333]","[1, 4]",3.805,13.503,9.0,2,4
Patriot Signature 4 GB,11.29,"[3, 1333]","[1, 4]",2.822,13.503,9.0,2,4
Corsair Vengeance RGB 64 GB,637.11,"[4, 3000]","[4, 16]",9.955,10.667,16.0,2,64
G.Skill Trident Z Royal 16 GB,570.0,"[4, 4800]","[2, 8]",35.625,7.5,18.0,2,16
Kingston FURY Renegade 16 GB,69.99,"[4, 4000]","[2, 8]",4.374,9.5,19.0,2,16
Thermaltake TOUGHRAM XG RGB 64 GB,549.99,"[4, 4000]","[2, 32]",8.594,9.5,19.0,2,64
Corsair Vengeance RGB RS 32 GB,159.79,"[4, 3200]","[4, 8]",4.993,10.0,16.0,2,32
Kingston FURY Renegade 16 GB,64.39,"[4, 4000]","[1, 16]",4.024,9.5,19.0,2,16
Kingston ValueRAM 16 GB,129.99,"[4, 2133]","[2, 8]",8.124,14.065,15.0,2,16
G.Skill Ripjaws X 32 GB,109.35,"[3, 2133]","[4, 8]",3.417,9.376,10.0,2,32
G.Skill Trident Z Neo 16 GB,567.87,"[4, 3800]","[2, 8]",35.492,7.368,14.0,2,16
Mushkin Redline 32 GB,74.3,"[4, 3600]","[2, 16]",2.322,10.0,18.0,2,32
Mushkin Redline Lumina 32 GB,69.99,"[4, 3200]","[2, 16]",2.187,10.0,16.0,2,32
Corsair Dominator Platinum RGB 32 GB,159.99,"[5, 6000]","[2, 16]",5.0,12.0,36.0,2,32
Kingston FURY Renegade 128 GB,305.74,"[4, 3200]","[4, 32]",2.389,10.0,16.0,2,128
G.Skill Trident Z Royal 32 GB,130.88,"[4, 3600]","[2, 16]",4.09,10.556,19.0,2,32
G.Skill Trident Z RGB 16 GB,145.37,"[4, 4266]","[2, 8]",9.086,8.908,19.0,2,16
Kingston ValueRAM 1 GB,13.15,"[3, 1333]","[1, 1]",13.15,13.503,9.0,2,1
Corsair Dominator Platinum RGB 32 GB,134.99,"[4, 3600]","[2, 16]",4.218,10.0,18.0,2,32
TEAMGROUP Elite Plus 16 GB,79.99,"[5, 6000]","[1, 16]",4.999,13.333,40.0,2,16
Kingston FURY Beast RGB 32 GB,121.5,"[5, 5600]","[1, 32]",3.797,12.857,36.0,2,32
Kingston ValueRAM 1 GB,30.36,"[2, 800]","[1, 1]",30.36,12.5,5.0,2,1
ADATA XPG CASTER RGB 16 GB,231.23,"[5, 6400]","[1, 16]",14.452,12.5,40.0,2,16
Mushkin Enhanced Redline Stiletto 16 GB,49.99,"[4, 4000]","[2, 8]",3.124,9.0,18.0,2,16
Mushkin Enhanced Redline Stiletto 16 GB,37.99,"[4, 3200]","[2, 8]",2.374,10.0,16.0,2,16
Corsair Dominator Platinum RGB 16 GB,84.8,"[4, 3200]","[2, 8]",5.3,10.0,16.0,2,16
Corsair Vengeance RGB Pro 32 GB,349.99,"[4, 4000]","[4, 8]",10.937,9.5,19.0,2,32
G.Skill Ripjaws V 16 GB,273.59,"[4, 3000]","[2, 8]",17.099,10.0,15.0,2,16
G.Skill F4-3600C14Q2-128GTRGA 128 GB,799.99,"[4, 3600]","[8, 16]",6.25,7.778,14.0,2,128
G.Skill Ripjaws V 32 GB,214.62,"[4, 4000]","[2, 16]",6.707,8.0,16.0,2,32
G.Skill Ripjaws 16 GB,29.99,"[3, 1866]","[2, 8]",1.874,11.79,11.0,2,16
G.Skill Trident Z 32 GB,109.99,"[5, 6000]","[2, 16]",3.437,12.0,36.0,2,32
Kingston Fury Renegade RGB 16 GB,113.99,"[5, 6800]","[1, 16]",7.124,10.588,36.0,2,16
G.Skill Trident Z Royal 64 GB,219.99,"[4, 3600]","[2, 32]",3.437,8.889,16.0,2,64
Corsair Vengeance LPX 64 GB,139.99,"[4, 2133]","[4, 16]",2.187,12.189,13.0,2,64
G.Skill Trident Z Royal Elite 16 GB,119.99,"[4, 3600]","[2, 8]",7.499,8.889,16.0,2,16
G.Skill Ripjaws X 8 GB,22.99,"[3, 1600]","[1, 8]",2.874,11.25,9.0,2,8
Patriot Viper Steel 16 GB,124.66,"[4, 4133]","[2, 8]",7.791,9.194,19.0,2,16
Neo Forza MARS 32 GB,68.49,"[4, 4000]","[2, 16]",2.14,9.5,19.0,2,32
G.Skill Ripjaws V 32 GB,174.99,"[4, 3600]","[4, 8]",5.468,10.0,18.0,2,32
Kingston FURY Renegade 32 GB,85.99,"[4, 2666]","[4, 8]",2.687,9.752,13.0,2,32
G.Skill Ripjaws X 4 GB,21.47,"[3, 1600]","[2, 2]",5.367,11.25,9.0,2,4
G.Skill Trident Z 32 GB,115.0,"[4, 3200]","[2, 16]",3.594,10.0,16.0,2,32
G.Skill Aegis 16 GB,29.99,"[4, 2400]","[1, 16]",1.874,14.167,17.0,2,16
Corsair Vengeance LPX 16 GB,120.67,"[4, 3600]","[2, 8]",7.542,11.111,20.0,2,16
Mushkin Proline 8 GB,25.71,"[4, 2400]","[1, 8]",3.214,14.167,17.0,2,8
TEAMGROUP Elite Plus 16 GB,36.99,"[5, 4800]","[1, 16]",2.312,16.667,40.0,2,16
Kingston FURY Renegade 16 GB,109.53,"[5, 6800]","[1, 16]",6.846,10.588,36.0,2,16
Corsair Vengeance LP 16 GB,78.98,"[3, 1600]","[2, 8]",4.936,11.25,9.0,2,16
G.Skill Trident Z Royal 64 GB,961.0,"[4, 3600]","[4, 16]",15.016,7.778,14.0,2,64
Crucial CT2K16G4DFRA266 32 GB,94.99,"[4, 2666]","[2, 16]",2.968,14.254,19.0,2,32
Corsair Vengeance LPX 8 GB,34.99,"[4, 2666]","[2, 4]",4.374,11.253,15.0,2,8
G.Skill Trident Z RGB 64 GB,380.0,"[4, 3200]","[4, 16]",5.938,10.0,16.0,2,64
Crucial CT102464BA160B 8 GB,20.0,"[3, 1600]","[1, 8]",2.5,13.75,11.0,2,8
Corsair Vengeance LPX 16 GB,254.86,"[4, 3200]","[4, 4]",15.929,10.0,16.0,2,16
Corsair Vengeance LPX 64 GB,341.32,"[4, 2666]","[4, 16]",5.333,12.003,16.0,2,64
G.Skill Trident Z RGB 32 GB,329.68,"[4, 3000]","[4, 8]",10.303,10.667,16.0,2,32
Thermaltake TOUGHRAM XG RGB 32 GB,309.98,"[4, 3600]","[2, 16]",9.687,10.0,18.0,2,32
PROXMEM KERBEROS TUF 32 GB,109.99,"[5, 5600]","[2, 16]",3.437,10.0,28.0,2,32
G.Skill Trident Z RGB 16 GB,149.28,"[4, 4000]","[2, 8]",9.33,7.5,15.0,2,16
G.Skill Trident Z RGB (For AMD) 64 GB,190.02,"[4, 2400]","[4, 16]",2.969,12.5,15.0,2,64
G.Skill Trident Z 32 GB,172.03,"[4, 3200]","[2, 16]",5.376,8.75,14.0,2,32
Mushkin Proline 16 GB,42.88,"[4, 2133]","[1, 16]",2.68,14.065,15.0,2,16
G.Skill Trident Z RGB 16 GB,89.99,"[4, 3200]","[2, 8]",5.624,8.75,14.0,2,16
OLOy Blade 32 GB,87.99,"[5, 6000]","[2, 16]",2.75,10.667,32.0,2,32
Kingston FURY Beast 8 GB,57.34,"[4, 2666]","[2, 4]",7.168,12.003,16.0,2,8
Kingston FURY Beast 64 GB,129.99,"[4, 3200]","[2, 32]",2.031,10.0,16.0,2,64
G.Skill Ares 16 GB,55.21,"[3, 1600]","[4, 4]",3.451,11.25,9.0,2,16
Corsair XMS 16 GB,117.79,"[3, 1333]","[2, 8]",7.362,13.503,9.0,2,16
AMD RG2133 Gamer 16 GB,297.02,"[3, 2133]","[4, 4]",18.564,9.376,10.0,2,16
Micron MT16KTF1G64AZ-1G6E1 8 GB,15.0,"[3, 1600]","[1, 8]",1.875,13.75,11.0,2,8
Crucial CT32G4DFD8266 32 GB,77.36,"[4, 2666]","[1, 32]",2.417,14.254,19.0,2,32
Kingston FURY Renegade 16 GB,96.26,"[4, 4266]","[2, 8]",6.016,8.908,19.0,2,16
PROXMEM KERBEROS TUF 32 GB,139.99,"[5, 6800]","[2, 16]",4.375,10.0,34.0,2,32
Crucial CT2KIT102472BD160B 16 GB,99.47,"[3, 1600]","[2, 8]",6.217,13.75,11.0,2,16
Patriot Signature Premium 8 GB,17.98,"[4, 2400]","[1, 8]",2.248,14.167,17.0,2,8
Corsair Vengeance LP 8 GB,39.99,"[3, 1600]","[1, 8]",4.999,12.5,10.0,2,8
G.Skill Trident Z RGB 32 GB,379.0,"[4, 3600]","[4, 8]",11.844,9.444,17.0,2,32
Corsair Vengeance RGB RT 256 GB,749.99,"[4, 3200]","[8, 32]",2.93,10.0,16.0,2,256
TEAMGROUP T-Force Vulcan 16 GB,67.0,"[5, 5200]","[1, 16]",4.188,15.385,40.0,2,16
Kingston ValueRAM 1 GB,30.0,"[3, 1066]","[1, 1]",30.0,13.133,7.0,2,1
Corsair ValueSelect 16 GB,39.99,"[4, 2666]","[1, 16]",2.499,13.503,18.0,2,16
TEAMGROUP Elite 32 GB,46.99,"[4, 3200]","[2, 16]",1.468,13.75,22.0,2,32
G.Skill Trident Z RGB 16 GB,135.99,"[4, 3600]","[2, 8]",8.499,7.778,14.0,2,16
TEAMGROUP Elite 32 GB,74.98,"[5, 4800]","[2, 16]",2.343,16.667,40.0,2,32
Mushkin Redline 32 GB,69.59,"[4, 3200]","[2, 16]",2.175,10.0,16.0,2,32
Neo Forza MARS 32 GB,134.99,"[4, 4000]","[2, 16]",4.218,9.5,19.0,2,32
Mushkin Redline Lumina 32 GB,69.99,"[4, 3600]","[2, 16]",2.187,10.0,18.0,2,32
G.Skill Trident Z Royal Elite 32 GB,341.41,"[4, 3600]","[2, 16]",10.669,7.778,14.0,2,32
G.Skill Ares 32 GB,136.19,"[3, 2400]","[4, 8]",4.256,9.167,11.0,2,32
G.Skill Flare X 32 GB,89.98,"[4, 3200]","[4, 8]",2.812,10.0,16.0,2,32
Corsair Vengeance RGB RT 16 GB,64.99,"[4, 3200]","[2, 8]",4.062,10.0,16.0,2,16
Patriot Viper Steel RGB 32 GB,58.99,"[4, 3200]","[1, 32]",1.843,11.25,18.0,2,32
Mushkin Proline 32 GB,78.12,"[4, 2666]","[1, 32]",2.441,14.254,19.0,2,32
Corsair Vengeance LPX 32 GB,360.85,"[4, 3200]","[2, 16]",11.277,10.0,16.0,2,32
Corsair Vengeance RGB RT 128 GB,339.0,"[4, 3200]","[4, 32]",2.648,10.0,16.0,2,128
Corsair Vengeance LPX 4 GB,19.99,"[4, 2400]","[1, 4]",4.997,12.5,15.0,2,4
Crucial Ballistix 2 GB,38.99,"[2, 800]","[2, 1]",19.495,10.0,4.0,2,2
Crucial CT32G4RFD424A 32 GB,59.99,"[4, 2400]","[1, 32]",1.875,14.167,17.0,2,32
Samsung M471A4G43MB1 32 GB,104.23,"[4, 2666]","[1, 32]",3.257,14.254,19.0,2,32
Kingston FURY Renegade 8 GB,28.5,"[4, 3200]","[1, 8]",3.562,10.0,16.0,2,8
TEAMGROUP T-Force / Night Hawk 16 GB,186.82,"[4, 3200]","[2, 8]",11.676,10.0,16.0,2,16
Kingston KCP421ND8/16 16 GB,31.98,"[4, 2133]","[1, 16]",1.999,14.065,15.0,2,16
G.Skill Trident Z5 RGB 32 GB,265.22,"[5, 5600]","[2, 16]",8.288,12.857,36.0,2,32
G.Skill Ripjaws V 32 GB,84.17,"[4, 2666]","[4, 8]",2.63,14.254,19.0,2,32
Thermaltake TOUGHRAM Z-ONE RGB 16 GB,144.98,"[4, 3600]","[2, 8]",9.061,10.0,18.0,2,16
G.Skill Ripjaws V 8 GB,22.99,"[4, 2400]","[1, 8]",2.874,14.167,17.0,2,8
Kingston FURY Impact 64 GB,149.99,"[4, 3200]","[2, 32]",2.344,12.5,20.0,2,64
TEAMGROUP T-Create Expert 32 GB,109.99,"[5, 6400]","[2, 16]",3.437,10.0,32.0,2,32
Kingston Server Premier 16 GB,51.95,"[4, 3200]","[1, 16]",3.247,13.75,22.0,2,16
Mushkin Redline Lumina 32 GB,86.22,"[4, 3600]","[2, 16]",2.694,10.0,18.0,2,32
Corsair Vengeance LPX 32 GB,69.98,"[4, 2666]","[2, 16]",2.187,12.003,16.0,2,32
G.Skill Trident Z Royal 64 GB,244.99,"[4, 3200]","[2, 32]",3.828,8.75,14.0,2,64
ADATA XPG CASTER RGB 32 GB,146.99,"[5, 6400]","[2, 16]",4.593,12.5,40.0,2,32
Crucial CT16G4DFRA266 16 GB,47.0,"[4, 2666]","[1, 16]",2.938,14.254,19.0,2,16
OLOy MD4U082619BBSA 8 GB,18.98,"[4, 2666]","[1, 8]",2.373,14.254,19.0,2,8
Mushkin Essentials 16 GB,34.35,"[4, 2133]","[2, 8]",2.147,14.065,15.0,2,16
Kingston FURY Beast 32 GB,80.83,"[4, 2666]","[2, 16]",2.526,12.003,16.0,2,32
Corsair Vengeance RGB Pro SL 64 GB,169.99,"[4, 3200]","[2, 32]",2.656,10.0,16.0,2,64
Corsair Dominator Platinum RGB 16 GB,89.99,"[4, 3600]","[2, 8]",5.624,10.0,18.0,2,16
Kingston HyperX 16 GB,279.88,"[3, 1600]","[4, 4]",17.492,11.25,9.0,2,16
G.Skill Aegis 8 GB,68.98,"[4, 2133]","[2, 4]",8.623,14.065,15.0,2,8
Corsair Vengeance LPX 16 GB,189.2,"[4, 2400]","[2, 8]",11.825,13.333,16.0,2,16
Kingston ValueRAM 1 GB,12.0,"[2, 667]","[1, 1]",12.0,14.993,5.0,2,1
Corsair XMS3 4 GB,24.99,"[3, 1333]","[1, 4]",6.247,13.503,9.0,2,4
Corsair Vengeance RGB Pro 128 GB,309.99,"[4, 3000]","[4, 32]",2.422,10.667,16.0,2,128
Silicon Power SP008GBLFU240X02 8 GB,19.75,"[4, 2400]","[1, 8]",2.469,14.167,17.0,2,8
G.Skill Trident Z5 RGB 32 GB,126.99,"[5, 6000]","[2, 16]",3.968,10.667,32.0,2,32
PROXMEM KERBEROS TUF 32 GB,119.99,"[5, 6000]","[2, 16]",3.75,10.0,30.0,2,32
G.Skill Trident Z RGB 32 GB,312.43,"[4, 4000]","[4, 8]",9.763,7.5,15.0,2,32
G.Skill Trident Z Royal Elite 32 GB,279.99,"[4, 3600]","[2, 16]",8.75,7.778,14.0,2,32
G.Skill Sniper Gaming 16 GB,51.56,"[3, 1866]","[2, 8]",3.223,10.718,10.0,2,16
Corsair Vengeance Pro 32 GB,174.99,"[3, 1600]","[4, 8]",5.468,11.25,9.0,2,32
G.Skill Sniper X 16 GB,44.99,"[4, 3200]","[2, 8]",2.812,10.0,16.0,2,16
G.Skill Trident Z Royal 64 GB,213.6,"[4, 3600]","[2, 32]",3.337,10.0,18.0,2,64
G.Skill Trident Z5 RGB 32 GB,99.99,"[5, 5600]","[2, 16]",3.125,14.286,40.0,2,32
G.Skill Trident Z Royal 128 GB,398.85,"[4, 3200]","[4, 32]",3.116,10.0,16.0,2,128
G.Skill Value 8 GB,17.37,"[3, 1333]","[1, 8]",2.171,13.503,9.0,2,8
G.Skill NS 4 GB,16.82,"[3, 1333]","[2, 2]",4.205,13.503,9.0,2,4
Crucial CT4G3S1067M 4 GB,9.0,"[3, 1066]","[1, 4]",2.25,13.133,7.0,2,4
Crucial CT2K16G4RFS4266 32 GB,99.99,"[4, 2666]","[2, 16]",3.125,14.254,19.0,2,32
Crucial CT2K8G4DFS832A 16 GB,75.2,"[4, 3200]","[2, 8]",4.7,13.75,22.0,2,16
TEAMGROUP Elite Plus 16 GB,45.99,"[5, 5600]","[1, 16]",2.874,14.286,40.0,2,16
Corsair Dominator Platinum RGB 64 GB,229.99,"[5, 5200]","[2, 32]",3.594,15.385,40.0,2,64
Corsair XMS3 8 GB,49.99,"[3, 1600]","[2, 4]",6.249,11.25,9.0,2,8
G.Skill Ripjaws 32 GB,74.45,"[4, 2133]","[4, 8]",2.327,14.065,15.0,2,32
Kingston KVR21N15D8/8 8 GB,49.98,"[4, 2133]","[1, 8]",6.247,14.065,15.0,2,8
Corsair Vengeance LPX 16 GB,59.99,"[4, 2666]","[2, 8]",3.749,12.003,16.0,2,16
G.Skill Trident Z Royal 64 GB,446.53,"[4, 3200]","[4, 16]",6.977,8.75,14.0,2,64
G.Skill Trident Z Neo (For AMD Ryzen) 32 GB,116.0,"[4, 2666]","[2, 16]",3.625,13.503,18.0,2,32
Kingston Fury Renegade RGB 64 GB,185.16,"[4, 3600]","[2, 32]",2.893,10.0,18.0,2,64
Thermaltake TOUGHRAM XG RGB 64 GB,549.99,"[4, 4000]","[2, 32]",8.594,9.5,19.0,2,64
G.Skill NT 8 GB,56.0,"[4, 2400]","[1, 8]",7.0,12.5,15.0,2,8
Supermicro MEM-DR432L-HL01-ER26 32 GB,73.7,"[4, 2666]","[1, 32]",2.303,14.254,19.0,2,32
G.Skill Trident Z RGB 16 GB,119.99,"[4, 4000]","[2, 8]",7.499,8.0,16.0,2,16
G.Skill Trident Z Royal Elite 16 GB,119.99,"[4, 3600]","[2, 8]",7.499,8.889,16.0,2,16
Corsair Vengeance RGB RS 32 GB,167.62,"[4, 3600]","[4, 8]",5.238,10.0,18.0,2,32
Kingston Fury Renegade RGB 32 GB,130.46,"[4, 3200]","[4, 8]",4.077,10.0,16.0,2,32
G.Skill Trident Z RGB 128 GB,1099.0,"[4, 3200]","[8, 16]",8.586,9.375,15.0,2,128
Mushkin Redline 16 GB,37.99,"[4, 3200]","[2, 8]",2.374,10.0,16.0,2,16
Kingston FURY Impact 16 GB,42.86,"[4, 2666]","[2, 8]",2.679,11.253,15.0,2,16
Silicon Power SP008GBSFU266X02 8 GB,14.99,"[4, 2666]","[1, 8]",1.874,14.254,19.0,2,8
Mushkin Redline Lumina 64 GB,145.06,"[4, 3600]","[2, 32]",2.267,10.0,18.0,2,64
Mushkin Redline Lumina 32 GB,93.99,"[4, 4000]","[2, 16]",2.937,9.0,18.0,2,32
GeIL Orion AMD Edition 16 GB,36.99,"[4, 3600]","[2, 8]",2.312,10.0,18.0,2,16
Samsung M391A2K43BB1-CRC 16 GB,78.31,"[4, 2400]","[1, 16]",4.894,14.167,17.0,2,16
PROXMEM KERBEROS TUF 32 GB,129.99,"[5, 6400]","[2, 16]",4.062,10.0,32.0,2,32
G.Skill Trident Z5 RGB 32 GB,114.99,"[5, 5600]","[2, 16]",3.593,10.714,30.0,2,32
G.Skill Trident Z5 32 GB,120.47,"[5, 5600]","[2, 16]",3.765,14.286,40.0,2,32
Thermaltake TOUGHRAM XG RGB 16 GB,136.04,"[4, 4400]","[2, 8]",8.502,8.636,19.0,2,16
G.Skill Trident Z RGB 16 GB,114.94,"[4, 4000]","[2, 8]",7.184,9.0,18.0,2,16
G.Skill Trident Z RGB 16 GB,67.07,"[4, 3600]","[2, 8]",4.192,10.556,19.0,2,16
G.Skill Ripjaws V 32 GB,265.22,"[4, 4400]","[2, 16]",8.288,7.727,17.0,2,32
TEAMGROUP Elite Plus 32 GB,81.99,"[5, 5200]","[2, 16]",2.562,16.154,42.0,2,32
G.Skill Ripjaws V 32 GB,71.44,"[4, 2666]","[2, 16]",2.232,14.254,19.0,2,32
G.Skill Ripjaws S5 32 GB,106.99,"[5, 6000]","[2, 16]",3.343,12.667,38.0,2,32
G.Skill Trident X 16 GB,99.31,"[3, 2400]","[4, 4]",6.207,8.333,10.0,2,16
G.Skill Ripjaws 4 16 GB,45.4,"[4, 2400]","[2, 8]",2.837,12.5,15.0,2,16
Corsair Dominator Platinum RGB 32 GB,119.99,"[4, 3200]","[2, 16]",3.75,10.0,16.0,2,32
Crucial CT2K8G4DFRA266 16 GB,54.5,"[4, 2666]","[2, 8]",3.406,14.254,19.0,2,16
G.Skill Ripjaws 16 GB,62.5,"[4, 2666]","[4, 4]",3.906,11.253,15.0,2,16
G.Skill Ripjaws 4 8 GB,32.78,"[4, 2400]","[2, 4]",4.098,12.5,15.0,2,8
G.Skill NS 16 GB,38.11,"[4, 2400]","[2, 8]",2.382,12.5,15.0,2,16
Corsair Vengeance RGB Pro 32 GB,233.72,"[4, 2666]","[4, 8]",7.304,12.003,16.0,2,32
Mushkin Silverline 16 GB,36.99,"[4, 2133]","[2, 8]",2.312,14.065,15.0,2,16
